cluster,total length [bp],number of reads,Genome proportion[%],cumulative GP [%],Repeat Masker,Domain hits,Layout,All missing mates [%],Missing mates,Portion of similarity hits to other clusters[%],Outside reads with similarity [%],
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,Ty3-GAG Ty3/gypsy Ogre/Tat (36 hits 1.23%),,,,,
287,CL287,214420,2880,0.046,55,"Simple_repeat (4hits, 0.0476%)",,,58.3,21.04,1.70E-01,0.5903
288,CL288,215287,2879,0.046,55.1,"LTR.Gypsy (719hits, 21.8%)",Ty3-INT Ty3/gypsy chromovirus (376 hits 13.1%),,59.6,17.99,2.30E-01,1.389
,,,,,,,Ty3-CHDII Ty3/gypsy chromovirus (256 hits 8.89%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (301hits, 6.72%)",,,,,,
,,,,,,"Low_complexity (117hits, 2.58%)",,,,,,
289,CL289,215752,2878,0.046,55.1,"Simple_repeat (1176hits, 31.1%)",,,82.3,47.74,1.80E-01,0.7992
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (38hits, 1.01%)",,,,,,
290,CL290,212742,2859,0.046,55.2,"Simple_repeat (20hits, 0.439%)",,,89.2,19.34,9.30E-01,5.142
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (2hits, 0.0442%)",,,,,,
291,CL291,210930,2818,0.045,55.2,"LTR.Gypsy (220hits, 5.78%)",,,20.2,6.85,1.50E-02,0.1774
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (67hits, 1.36%)",,,,,,
,,,,,,"Simple_repeat (66hits, 1.18%)",,,,,,
,,,,,,"LTR (26hits, 0.659%)",,,,,,
,,,,,,"LTR.Copia. (3hits, 0.0384%)",,,,,,
,,,,,,"Unknown (1hits, 0.0223%)",,,,,,
292,CL292,210080,2806,0.045,55.2,"Simple_repeat (59hits, 1.12%)",,,17.8,6.59,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (13hits, 0.204%)",,,,,,
,,,,,,"LTR.Gypsy (5hits, 0.135%)",,,,,,
293,CL293,207092,2770,0.045,55.3,"LTR.Gypsy (33hits, 0.959%)",Ty3-CHDII Ty3/gypsy chromovirus (38 hits 1.37%),,36,18.34,5.10E-02,0.2527
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (13hits, 0.18%)",,,,,,
,,,,,,"Low_complexity (6hits, 0.105%)",,,,,,
294,CL294,204314,2734,0.044,55.3,"Simple_repeat (64hits, 0.9%)",,,98.1,9.36,1.90E+00,7.315
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (13hits, 0.207%)",,,,,,
295,CL295,204053,2724,0.044,55.4,"Simple_repeat (365hits, 7.84%)",,,24.6,7.67,3.00E-03,0.0734
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Caulimovirus (21hits, 0.629%)",,,,,,
,,,,,,"Low_complexity (14hits, 0.409%)",,,,,,
296,CL296,202048,2698,0.044,55.4,"Simple_repeat (129hits, 2.34%)",,,47.7,6.89,4.50E-02,0.7784
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (74hits, 1.75%)",,,,,,
297,CL297,195629,2612,0.042,55.5,"Simple_repeat (46hits, 0.783%)",,,19.4,4.75,3.10E-02,0.804
298,CL298,194441,2596,0.042,55.5,"Simple_repeat (653hits, 15.8%)",,,82.2,3.24,5.20E-01,11.02
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Copia (12hits, 0.371%)",,,,,,
,,,,,,"Low_complexity (3hits, 0.0797%)",,,,,,
299,CL299,193115,2596,0.042,55.5,"Simple_repeat (2hits, 0.0306%)",,,7.2,0.92,5.80E-02,0.7704
300,CL300,193621,2587,0.042,55.6,"Simple_repeat (3hits, 0.0677%)",,,79.8,16.39,2.50E-01,7.499
301,CL301,190566,2563,0.041,55.6,"Simple_repeat (72hits, 1.89%)",,,12.3,3.04,4.30E-02,0.5072
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (3hits, 0.0457%)",,,,,,
302,CL302,189612,2547,0.041,55.7,"Simple_repeat (15hits, 0.218%)",,,11.2,1.33,5.40E-02,0.8245
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (4hits, 0.0659%)",,,,,,
303,CL303,188532,2522,0.041,55.7,"LTR.Caulimovirus (126hits, 3.92%)",PARA-RT NA NA (232 hits 9.2%),,18.4,8.92,0.00E+00,0
,,,,,,,PARA-RH NA NA (93 hits 3.69%),,,,,
,,,,,,,PARA-PROT NA NA (75 hits 2.97%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Gypsy (32hits, 0.875%)",,,,,,
,,,,,,"LTR.Copia (2hits, 0.0403%)",,,,,,
,,,,,,"Simple_repeat (1hits, 0.0122%)",,,,,,
304,CL304,187578,2514,0.041,55.8,"LTR.Gypsy (910hits, 33.4%)",Ty3-GAG Ty3/gypsy chromovirus (890 hits 35.4%),,11.2,2.07,7.80E-03,0.0795
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (25hits, 0.351%)",,,,,,
,,,,,,"Low_complexity (7hits, 0.108%)",,,,,,
305,CL305,187926,2509,0.041,55.8,"Simple_repeat (138hits, 2.21%)",,,37.4,21.92,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"DNA.MULE.MuDR (4hits, 0.0772%)",,,,,,
,,,,,,"Low_complexity (2hits, 0.0468%)",,,,,,
306,CL306,187702,2508,0.041,55.8,"LTR.Copia (225hits, 7.77%)",,,37.9,11.4,1.20E-02,0.0797
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Gypsy (70hits, 2.16%)",,,,,,
,,,,,,"Simple_repeat (67hits, 1.07%)",,,,,,
,,,,,,"Low_complexity (7hits, 0.147%)",,,,,,
307,CL307,184600,2469,0.04,55.9,"DNA.CMC.EnSpm (338hits, 11.2%)",DTC-CD1 NA NA (203 hits 8.22%),,15.8,4.21,1.20E-02,0.162
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (92hits, 2.21%)",,,,,,
308,CL308,182746,2446,0.04,55.9,"Simple_repeat (6hits, 0.158%)",,,19.5,8.71,2.60E-02,0.1635
309,CL309,181052,2420,0.039,56,"LTR.Copia (2121hits, 83.3%)",Ty1-INT Ty1/copia Angela (356 hits 14.7%),,13.7,5.95,5.20E-03,0.0413
,,,,,,,Ty1-INT Ty1/copia Ivana/Oryco (31 hits 1.28%),,,,,
,,,,,,,Ty1-INT Ty1/copia TAR (30 hits 1.24%),,,,,
,,,,,,,Ty1-PROT Ty1/copia Angela (24 hits 0.992%),,,,,
,,,,,,,Ty1-INT Ty1/copia Tork (17 hits......,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (1hits, 0.0331%)",,,,,,
,,,,,,"Low_complexity (1hits, 0.0221%)",,,,,,
310,CL310,180548,2413,0.039,56,"LTR.Copia (1629hits, 64.7%)",Ty1-RT Ty1/copia Angela (444 hits 18.4%),,22.7,11.98,6.20E-03,0.0414
,,,,,,,Ty1-RH Ty1/copia Angela (195 hits 8.08%),,,,,
,,,,,,,Ty1-RT Ty1/copia AleII (72 hits 2.98%),,,,,
,,,,,,,Ty1-RT Ty1/copia Tork (37 hits 1.53%),,,,,
,,,,,,,Ty1-RT Ty1/copia TAR (20 hits 0.829%),,,,,
,,,,,,,"<="""" td="""">",,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (32hits, 0.744%)",,,,,,
,,,,,,"Low_complexity (6hits, 0.152%)",,,,,,
311,CL311,176855,2361,0.038,56,"Simple_repeat (303hits, 8.07%)",,,39.2,19.57,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (60hits, 1.62%)",,,,,,
,,,,,,"LTR.Gypsy (17hits, 0.297%)",,,,,,
,,,,,,"DNA.CMC.EnSpm (1hits, 0.0311%)",,,,,,
312,CL312,176264,2354,0.038,56.1,"LTR.Copia (68hits, 1.23%)",,,34.3,12.28,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (17hits, 0.395%)",,,,,,
313,CL313,175761,2350,0.038,56.1,"DNA.CMC.EnSpm (505hits, 17.5%)",DTC-CD1 NA NA (438 hits 18.6%),,21.9,8.3,6.70E-02,0.4255
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Gypsy (1hits, 0.033%)",,,,,,
314,CL314,175328,2340,0.038,56.1,"Simple_repeat (393hits, 8.8%)",,,52.2,23.12,6.30E-03,0.0427
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (97hits, 2.6%)",,,,,,
315,CL315,174691,2336,0.038,56.2,"Simple_repeat (81hits, 2.2%)",,,15.1,7.11,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (39hits, 1.02%)",,,,,,
316,CL316,173964,2325,0.037,56.2,"LTR.Copia (883hits, 33%)",Ty1-INT Ty1/copia Maximus/SIRE (422 hits 18.2%),,9.2,0.52,6.60E-02,0.7312
,,,,,,,Ty1-PROT Ty1/copia Maximus/SIRE (83 hits 3.57%),,,,,
,,,,,,,Ty1-INT Ty1/copia Ivana/Oryco (60 hits 2.58%),,,,,
,,,,,,,Ty1-PROT Ty1/copia Ivana/Oryco (41 hits 1.76%),,,,,
,,,,,,,Ty1-INT Ty1......,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (7hits, 0.121%)",,,,,,
317,CL317,168667,2257,0.036,56.3,"LTR.Gypsy (51hits, 1.04%)",,,7,1.37,2.80E-03,0.0443
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (31hits, 0.789%)",,,,,,
,,,,,,"Low_complexity (4hits, 0.107%)",,,,,,
318,CL318,167621,2243,0.036,56.3,"Simple_repeat (2hits, 0.0585%)",,,16.2,4.01,2.60E-02,0.3121
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (1hits, 0.0227%)",,,,,,
319,CL319,164797,2222,0.036,56.3,"LINE.L1 (6hits, 0.138%)",,,11.9,0.95,1.30E-02,1.035
320,CL320,165990,2221,0.036,56.4,"Simple_repeat (1hits, 0.0145%)",,,16.6,7.2,0.00E+00,0
321,CL321,165975,2218,0.036,56.4,"Simple_repeat (20hits, 0.463%)",,,17.9,3.88,1.10E-01,0.9468
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (5hits, 0.111%)",,,,,,
,,,,,,"LINE.L1 (2hits, 0.0506%)",,,,,,
322,CL322,163855,2196,0.035,56.4,"Low_complexity (2hits, 0.0464%)",,,34.8,9.29,7.10E-02,0.2277
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Copia (1hits, 0.0226%)",,,,,,
,,,,,,"Simple_repeat (1hits, 0.0195%)",,,,,,
323,CL323,162984,2182,0.035,56.5,"LTR.Gypsy (358hits, 13.1%)",Ty3-GAG Ty3/gypsy Athila (205 hits 9.4%),,18,5,4.50E-02,0.2291
,,,,,,,Ty1-GAG Ty1/copia Ivana/Oryco (12 hits 0.55%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (6hits, 0.141%)",,,,,,
,,,,,,"Low_complexity (6hits, 0.136%)",,,,,,
,,,,,,"LTR.Copia (1hits, 0.0258%)",,,,,,
324,CL324,162966,2180,0.035,56.5,"LTR.Gypsy (309hits, 11.4%)",,,32.3,13.72,3.60E-01,1.514
325,CL325,163318,2180,0.035,56.5,"Simple_repeat (227hits, 6.1%)",,,40.2,29.27,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (72hits, 2.21%)",,,,,,
,,,,,,"DNA.PIF.Harbinger (1hits, 0.0245%)",,,,,,
326,CL326,162281,2175,0.035,56.6,"LTR.Gypsy (18hits, 0.55%)",Ty3-INT Ty3/gypsy Ogre/Tat (138 hits 6.34%),,43.9,22.34,2.50E-02,0.046
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (1hits, 0.0216%)",,,,,,
327,CL327,161216,2162,0.035,56.6,"LTR.Gypsy (1243hits, 52%)",Ty3-INT Ty3/gypsy chromovirus (1558 hits 72.1%),,18.5,3.47,9.40E-02,0.6938
328,CL328,161424,2158,0.035,56.6,"DNA.hAT.Ac (372hits, 14%)",DTA-CD1 NA NA (641 hits 29.7%),,22.1,7.74,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (14hits, 0.333%)",,,,,,
,,,,,,"LINE.L1 (11hits, 0.239%)",,,,,,
,,,,,,"Low_complexity (3hits, 0.0966%)",,,,,,
329,CL329,159428,2132,0.034,56.7,,,,9.2,1.5,5.30E-03,0.0938
330,CL330,157596,2112,0.034,56.7,"LTR.Gypsy (5hits, 0.128%)",,,20.7,10.13,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (3hits, 0.0654%)",,,,,,
331,CL331,154173,2060,0.033,56.7,"Simple_repeat (116hits, 3.56%)",,,51.5,40.34,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (78hits, 2.54%)",,,,,,
,,,,,,"DNA.PIF.Harbinger (1hits, 0.0435%)",,,,,,
332,CL332,153183,2050,0.033,56.8,"LTR.Copia (47hits, 1.93%)",,,8.5,0.93,5.70E-03,0.0976
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (25hits, 0.588%)",,,,,,
333,CL333,152150,2036,0.033,56.8,"Simple_repeat (21hits, 0.576%)",,,19.4,7.71,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (7hits, 0.18%)",,,,,,
,,,,,,"DNA.MULE.MuDR (2hits, 0.0677%)",,,,,,
334,CL334,151430,2025,0.033,56.8,"Low_complexity (7hits, 0.271%)",,,8.7,1.09,1.00E-02,0.1481
335,CL335,149596,2001,0.032,56.9,"Simple_repeat (26hits, 0.729%)",,,26.5,2.5,2.60E-01,1.449
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (5hits, 0.137%)",,,,,,
336,CL336,148558,1998,0.032,56.9,"Simple_repeat (28hits, 0.985%)",,,10,2.3,6.30E-02,0.7007
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (5hits, 0.186%)",,,,,,
337,CL337,148205,1983,0.032,56.9,"Simple_repeat (27hits, 0.591%)",,,22,7.46,5.20E-02,0.353
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"DNA.MULE.MuDR (12hits, 0.369%)",,,,,,
,,,,,,"LTR.Copia (1hits, 0.0216%)",,,,,,
338,CL338,147665,1983,0.032,57,,,,43.1,10.89,3.40E-02,0.2017
339,CL339,147305,1970,0.032,57,"LTR.Gypsy (1285hits, 59%)",Ty3-INT Ty3/gypsy chromovirus (615 hits 31.2%),,14.9,7.16,1.10E-01,0.3553
,,,,,,,Ty3-RH Ty3/gypsy chromovirus (225 hits 11.4%),,,,,
,,,,,,,Ty3-RT Ty3/gypsy chromovirus (220 hits 11.2%),,,,,
,,,,,,,Ty3-CHDII Ty3/gypsy chromovirus (29 hits 1.47%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Caulimovirus (1hits, 0.0285%)",,,,,,
,,,,,,"Simple_repeat (1hits, 0.0156%)",,,,,,
340,CL340,145493,1944,0.031,57,"LTR.Copia (49hits, 1.95%)",,,21.1,4.12,7.20E-03,0.3086
341,CL341,144013,1926,0.031,57.1,"Simple_repeat (18hits, 0.509%)",,,5,1.56,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (3hits, 0.0701%)",,,,,,
342,CL342,143898,1922,0.031,57.1,"Simple_repeat (47hits, 1.49%)",,,21,6.35,1.10E-01,0.7804
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (27hits, 0.996%)",,,,,,
,,,,,,"LTR.Gypsy (30hits, 0.657%)",,,,,,
343,CL343,143359,1919,0.031,57.1,"Simple_repeat (29hits, 0.608%)",,,36.6,21.1,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (14hits, 0.374%)",,,,,,
,,,,,,"LTR.Gypsy (6hits, 0.16%)",,,,,,
,,,,,,"LTR.Copia. (4hits, 0.111%)",,,,,,
344,CL344,142448,1904,0.031,57.2,,,,75,21.32,1.60E+00,4.884
345,CL345,141746,1894,0.031,57.2,"Simple_repeat (27hits, 0.756%)",,,48.9,18.06,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (15hits, 0.45%)",,,,,,
,,,,,,"LTR.Gypsy (2hits, 0.0748%)",,,,,,
,,,,,,"LTR.Copia (1hits, 0.0409%)",,,,,,
346,CL346,141166,1884,0.03,57.2,"Simple_repeat (193hits, 6.09%)",,,39.6,28.61,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (41hits, 1.3%)",,,,,,
347,CL347,140523,1881,0.03,57.3,"LTR.Gypsy (325hits, 14.9%)",Ty3-CHDII Ty3/gypsy chromovirus (121 hits 6.43%),,64.3,13.4,3.00E-02,0.6911
,,,,,,,Ty3-INT Ty3/gypsy chromovirus (105 hits 5.58%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (7hits, 0.157%)",,,,,,
,,,,,,"Low_complexity (1hits, 0.0285%)",,,,,,
348,CL348,140589,1881,0.03,57.3,"LTR.Gypsy (90hits, 3.79%)",Ty3-GAG Ty3/gypsy Athila (4 hits 0.213%),,47.9,15.31,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Copia (20hits, 0.902%)",,,,,,
,,,,,,"Simple_repeat (22hits, 0.588%)",,,,,,
,,,,,,"Low_complexity (14hits, 0.388%)",,,,,,
349,CL349,140541,1877,0.03,57.3,"Simple_repeat (419hits, 12.8%)",,,94.5,19.13,1.10E-01,0.5328
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (163hits, 5.16%)",,,,,,
350,CL350,138354,1854,0.03,57.3,,,,15.8,1.29,3.60E-02,1.025
351,CL351,136170,1832,0.03,57.4,,Ty3-GAG Ty3/gypsy Ogre/Tat (78 hits 4.26%),,6.4,1.09,5.10E-03,0.1092
352,CL352,136273,1827,0.029,57.4,"Simple_repeat (3hits, 0.108%)",,,26.6,12.92,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (2hits, 0.0719%)",,,,,,
353,CL353,136354,1822,0.029,57.4,"Simple_repeat (22hits, 0.697%)",,,42.3,24.92,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (14hits, 0.401%)",,,,,,
,,,,,,"LTR.Gypsy (1hits, 0.033%)",,,,,,
354,CL354,135925,1814,0.029,57.5,"Simple_repeat (53hits, 1.61%)",,,45.2,27.4,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (4hits, 0.135%)",,,,,,
355,CL355,132646,1771,0.029,57.5,"Simple_repeat (43hits, 1.42%)",,,21.3,5.99,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (17hits, 0.578%)",,,,,,
356,CL356,131933,1764,0.029,57.5,"DNA.CMC.EnSpm (25hits, 1.02%)",,,15.7,2.55,7.90E-02,1.304
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (21hits, 0.81%)",,,,,,
,,,,,,"Simple_repeat (12hits, 0.412%)",,,,,,
357,CL357,129475,1743,0.028,57.5,"LTR.Gypsy (52hits, 1.79%)",Ty3-PROT Ty3/gypsy Ogre/Tat (4 hits 0.229%),,12.3,1.21,1.20E-01,0.6311
358,CL358,130084,1738,0.028,57.6,"Simple_repeat (54hits, 1.33%)",,,21.2,6.79,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (29hits, 0.657%)",,,,,,
359,CL359,129525,1732,0.028,57.6,"LTR.Copia (90hits, 4.54%)",,,7.4,1.16,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (1hits, 0.0208%)",,,,,,
360,CL360,129585,1731,0.028,57.6,"Simple_repeat (12hits, 0.295%)",,,32.2,6.93,7.30E-02,0.5199
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (3hits, 0.088%)",,,,,,
361,CL361,129002,1726,0.028,57.7,"LTR.Copia (1270hits, 68.2%)",Ty1-RT Ty1/copia AleII (165 hits 9.56%),,11.4,2.72,5.40E-02,0.2317
,,,,,,,Ty1-INT Ty1/copia AleII (142 hits 8.23%),,,,,
,,,,,,,Ty1-RH Ty1/copia AleII (102 hits 5.91%),,,,,
,,,,,,,Ty1-INT Ty1/copia AleI/Retrofit (78 hits 4.52%),,,,,
,,,,,,,Ty1-RT Ty1/copia unclass(Ale) (......,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (3hits, 0.0775%)",,,,,,
,,,,,,"Low_complexity (1hits, 0.024%)",,,,,,
362,CL362,128252,1714,0.028,57.7,"Simple_repeat (67hits, 1.51%)",,,33.6,17.5,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (26hits, 0.645%)",,,,,,
363,CL363,127266,1705,0.028,57.7,"Simple_repeat (20hits, 0.556%)",,,67.3,18.24,1.20E-01,1.408
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
